,model_num,dataset,model_name,vae_beta,factor_vae_gamma,dip_vae_lambda_d_factor,dip_vae_lambda_od,beta_tc_vae_beta,annealed_vae_c_max,model_random_seed,elbo,kl_loss,loss,reconstruction_loss,regularizer,beta_vae_train_accuracy,beta_vae_eval_accuracy,factor_vae_train_accuracy,factor_vae_eval_accuracy,dci_informativeness_train,dci_informativeness_test,dci_disentanglement,dci_completeness,mig_discrete_mig,sap_score,modularity_score,modularity_explicitness_score_train,modularity_explicitness_score_test
334,5734,'scream_dsprites','factor_vae',,10.0,,,,,34,,24.9313163757,7566.658203125,7537.87890625,28.7777614594,0.7385,0.7336,0.5887,0.5926,0.663,0.30948000000000003,0.1330858455,0.2328432863,0.1314628619,0.030480000000000004,0.7044558198,0.7157300448,0.6994878431
335,5735,'scream_dsprites','factor_vae',,10.0,,,,,35,,24.6428546906,7570.5493164062,7539.8740234375,30.683473587,0.6755,0.6644,0.53,0.5306000000000001,0.64588,0.2576,0.0561552373,0.1427112802,0.036214737000000004,0.02324,0.7363145419,0.7071001682,0.6894140294000001
336,5736,'scream_dsprites','factor_vae',,10.0,,,,,36,,24.7276039124,7573.4970703125,7542.7993164062,30.6999340057,0.6956,0.6872,0.5367000000000001,0.5394,0.6532600000000001,0.2812,0.0691967886,0.1886072137,0.0342172838,0.02568,0.7284078685,0.7092833842,0.6921741791
337,5737,'scream_dsprites','factor_vae',,10.0,,,,,37,,24.653799057,7576.146484375,7543.9838867188,32.1694145203,0.7001000000000001,0.6938000000000001,0.5627,0.5586,0.6510400000000001,0.27244,0.0989084465,0.1726657319,0.0842032603,0.020360000000000003,0.7560352996,0.7099480441,0.6931007022
338,5738,'scream_dsprites','factor_vae',,10.0,,,,,38,,25.2614707947,7576.4970703125,7546.2631835938,30.2300720215,0.6699,0.6664,0.5121,0.5192,0.64336,0.26236000000000004,0.061779027400000006,0.16409846150000001,0.0375664672,0.028560000000000002,0.7278721955,0.6983512452,0.6805232695
339,5739,'scream_dsprites','factor_vae',,10.0,,,,,39,,24.2547245026,7576.4916992188,7547.306640625,29.1893482208,0.7356,0.7296,0.5872,0.5926,0.66478,0.337,0.1503810089,0.2910206323,0.1243247235,0.047360000000000006,0.7477364639,0.7091360332000001,0.6920855942
340,5740,'scream_dsprites','factor_vae',,10.0,,,,,40,,24.4856719971,7574.7758789062,7545.958984375,28.8184604645,0.7475,0.7456,0.6018,0.6072000000000001,0.6632600000000001,0.32252000000000003,0.1338647417,0.2734622273,0.1203212295,0.0432,0.7565713147,0.7119834808000001,0.6952622677
341,5741,'scream_dsprites','factor_vae',,10.0,,,,,41,,24.7304515839,7576.208984375,7544.9326171875,31.2786712646,0.741,0.7402000000000001,0.6003000000000001,0.608,0.6651800000000001,0.33848,0.14952039,0.2894726765,0.1288201833,0.044640000000000006,0.7360973057,0.7099726333,0.6926037148
342,5742,'scream_dsprites','factor_vae',,10.0,,,,,42,,24.8924655914,7571.95703125,7540.490234375,31.4694881439,0.6871,0.671,0.5312,0.5334,0.6568400000000001,0.3176,0.1056430799,0.2496507651,0.0808487324,0.01916,0.7441402006000001,0.7031175155,0.6855127029
343,5743,'scream_dsprites','factor_vae',,10.0,,,,,43,,24.799369812,7575.296875,7542.9912109375,32.29662323,0.7088,0.7086,0.5698,0.5744,0.6602600000000001,0.28748,0.1036185038,0.2007365166,0.10461708680000001,0.018520000000000002,0.6919328475000001,0.7137350419,0.6971498063
344,5744,'scream_dsprites','factor_vae',,10.0,,,,,44,,25.0225353241,7571.7587890625,7542.2622070312,29.4931488037,0.6032000000000001,0.603,0.45890000000000003,0.45680000000000004,0.64344,0.2662,0.0541702295,0.15588582750000002,0.0203219179,0.00468,0.7319607295,0.6973567752000001,0.6790632602000001
345,5745,'scream_dsprites','factor_vae',,10.0,,,,,45,,25.0858306885,7574.6240234375,7543.0717773438,31.5618858337,0.7026,0.6938000000000001,0.5651,0.5664,0.66364,0.306,0.1241779384,0.21979472020000002,0.1191275809,0.017480000000000002,0.7021736615,0.7091675763,0.6922890593000001
346,5746,'scream_dsprites','factor_vae',,10.0,,,,,46,,25.1887454987,7579.1328125,7549.94921875,29.1860771179,0.6749,0.6652,0.4974,0.5006,0.6420600000000001,0.26184,0.056671969200000005,0.1642706216,0.0227452349,0.02008,0.7199747345,0.7030884027000001,0.685291465
347,5747,'scream_dsprites','factor_vae',,10.0,,,,,47,,24.4306564331,7571.6923828125,7542.3110351562,29.3775501251,0.6715,0.66,0.5195000000000001,0.5184,0.6474000000000001,0.28768000000000005,0.0866780882,0.1824058906,0.0634114293,0.020800000000000003,0.758397724,0.7053358247,0.6879707069000001
348,5748,'scream_dsprites','factor_vae',,10.0,,,,,48,,24.4580001831,7575.7451171875,7546.2836914062,29.4683570862,0.7097,0.7024,0.5515,0.552,0.65854,0.31492000000000003,0.1324943756,0.25161277590000003,0.1200245201,0.033600000000000005,0.704457938,0.7083606518000001,0.6910365868
349,5749,'scream_dsprites','factor_vae',,10.0,,,,,49,,24.1409053802,7577.0385742188,7547.4594726562,29.5742664337,0.7221000000000001,0.7158,0.5622,0.5612,0.6589400000000001,0.2988,0.0868383664,0.22812727160000001,0.0565254362,0.043680000000000004,0.7068597065000001,0.7074750654,0.6897897249
350,5750,'scream_dsprites','factor_vae',,20.0,,,,,0,,24.3188438416,7578.546875,7550.3286132812,28.2271156311,0.7419,0.7354,0.5908,0.588,0.6647200000000001,0.33240000000000003,0.1446039878,0.28346920270000003,0.1290790454,0.046560000000000004,0.7352013863,0.7095014399,0.6923038584
351,5751,'scream_dsprites','factor_vae',,20.0,,,,,1,,24.0514087677,7573.0161132812,7543.1040039062,29.9136505127,0.7284,0.7186,0.5315,0.5394,0.6657400000000001,0.33848,0.1349554608,0.2837701312,0.1122587367,0.02868,0.7643194647,0.7092851798,0.6923205406
352,5752,'scream_dsprites','factor_vae',,20.0,,,,,2,,25.1473045349,7573.7861328125,7545.6547851562,28.1306743622,0.6738000000000001,0.6654,0.4983,0.49160000000000004,0.64512,0.277,0.069873159,0.1975089019,0.040081955100000004,0.022760000000000002,0.7400040997,0.696901208,0.6781428540000001
353,5753,'scream_dsprites','factor_vae',,20.0,,,,,3,,24.7251262665,7573.69921875,7545.15234375,28.5465297699,0.6895,0.6816,0.5376000000000001,0.5364,0.6575000000000001,0.2926,0.1106435377,0.2069877055,0.0954315733,0.012440000000000001,0.7625784173,0.7067701555,0.6897083466
354,5754,'scream_dsprites','factor_vae',,20.0,,,,,4,,24.8588867188,7574.404296875,7546.5786132812,27.8302307129,0.6621,0.6582,0.4677,0.47440000000000004,0.6490400000000001,0.29724,0.0758083173,0.2174273706,0.0323885947,0.01472,0.7167922211000001,0.6970730366,0.6793855395
355,5755,'scream_dsprites','factor_vae',,20.0,,,,,5,,24.1961269379,7576.4951171875,7548.26953125,28.229637146,0.7104,0.6986,0.5699000000000001,0.5786,0.66386,0.313,0.1368501375,0.2322654502,0.1261415964,0.018000000000000002,0.7095481067,0.7123732781000001,0.6954908727
356,5756,'scream_dsprites','factor_vae',,20.0,,,,,6,,25.099653244,7573.6186523438,7542.6235351562,30.9940052032,0.7095,0.6968000000000001,0.556,0.5554,0.66632,0.30188000000000004,0.1253291279,0.2232836473,0.1116657908,0.02144,0.7325458409000001,0.710864911,0.6944664241
357,5757,'scream_dsprites','factor_vae',,20.0,,,,,7,,24.492811203,7578.3369140625,7548.6088867188,29.7245807648,0.7158,0.707,0.5448000000000001,0.5506,0.66268,0.327,0.12270425850000001,0.271083317,0.104982405,0.029480000000000003,0.7151081739,0.7061493825,0.6881137992
358,5758,'scream_dsprites','factor_vae',,20.0,,,,,8,,24.0739307404,7578.2915039062,7548.8208007812,29.4745368958,0.7527,0.7458,0.5999,0.5994,0.6629,0.32428,0.1546477944,0.28124770260000004,0.1327775592,0.042280000000000005,0.7085271948,0.7121787997,0.6947663725000001
359,5759,'scream_dsprites','factor_vae',,20.0,,,,,9,,24.4681835175,7571.197265625,7543.3369140625,27.8646945953,0.7293000000000001,0.7196,0.5715,0.5772,0.6530800000000001,0.2798,0.0819630174,0.21441798880000001,0.058314614,0.04488,0.7305170275,0.7079220133,0.6905537501
360,5760,'scream_dsprites','factor_vae',,20.0,,,,,10,,24.4503364563,7578.19140625,7550.4848632812,27.710477829,0.7194,0.71,0.5533,0.5496,0.66254,0.33148000000000005,0.1387654319,0.2847417859,0.11606350260000001,0.0378,0.7246275783,0.7036118835,0.6863287965
361,5761,'scream_dsprites','factor_vae',,20.0,,,,,11,,25.8110084534,7581.57421875,7546.8920898438,34.6801223755,0.6358,0.6182000000000001,0.5089,0.5132,0.6347400000000001,0.24180000000000001,0.0630251984,0.1184088707,0.035728125,0.01008,0.7630840147,0.6997614831,0.6834327934000001
362,5762,'scream_dsprites','factor_vae',,20.0,,,,,12,,24.0365638733,7574.380859375,7545.541015625,28.8355331421,0.7419,0.7424000000000001,0.5837,0.5964,0.659,0.3136,0.12479250160000001,0.2650600996,0.1153327918,0.038840000000000006,0.7220375812000001,0.7105351128,0.693042409
363,5763,'scream_dsprites','factor_vae',,20.0,,,,,13,,25.1425762177,7587.4721679688,7553.7036132812,33.769821167,0.7316,0.7282000000000001,0.5438000000000001,0.5458000000000001,0.6613800000000001,0.32392000000000004,0.1295164928,0.2784619807,0.10808816630000001,0.03712,0.7377298912,0.708917847,0.6918069644
364,5764,'scream_dsprites','factor_vae',,20.0,,,,,14,,24.1924419403,7576.8911132812,7547.408203125,29.476650238,0.5007,0.49360000000000004,0.36660000000000004,0.359,0.6454000000000001,0.26636000000000004,0.0619653784,0.1601124723,0.0228618569,0.011720000000000001,0.7143173491,0.6903173133,0.6704661677
365,5765,'scream_dsprites','factor_vae',,20.0,,,,,15,,24.1768989563,7571.3818359375,7544.953125,26.431098938,0.7166,0.7076,0.5432,0.543,0.65746,0.29604,0.09384395100000001,0.24211391780000002,0.061441609200000004,0.03672,0.742610883,0.7035710648,0.6866744296
366,5766,'scream_dsprites','factor_vae',,20.0,,,,,16,,24.6154518127,7577.3872070312,7548.3037109375,29.0705623627,0.6924,0.6868000000000001,0.5448000000000001,0.5528000000000001,0.6647200000000001,0.3088,0.1390911052,0.2334179475,0.1291916707,0.014280000000000001,0.7137974646,0.709251461,0.6920982033
367,5767,'scream_dsprites','factor_vae',,20.0,,,,,17,,24.4065074921,7576.8759765625,7549.5732421875,27.2960166931,0.7338,0.7272000000000001,0.5599000000000001,0.5578000000000001,0.66212,0.33584,0.1498129107,0.2950840124,0.13033559120000002,0.038720000000000004,0.7234054088,0.7062094411000001,0.6892591167000001
368,5768,'scream_dsprites','factor_vae',,20.0,,,,,18,,24.6063919067,7571.998046875,7543.0659179688,28.9318714142,0.7122,0.709,0.5219,0.53,0.65778,0.29760000000000003,0.08350312700000001,0.22920370880000002,0.040347301700000004,0.04288,0.730182066,0.7063738478,0.6888573616
369,5769,'scream_dsprites','factor_vae',,20.0,,,,,19,,24.3326816559,7579.4155273438,7549.0668945312,30.3403453827,0.7064,0.6958000000000001,0.507,0.5086,0.6597400000000001,0.33356,0.1132752061,0.2617952229,0.0927197627,0.0222,0.7357280644,0.7069863743,0.6894443602
370,5770,'scream_dsprites','factor_vae',,20.0,,,,,20,,23.7979164124,7575.20703125,7548.0693359375,27.1298923492,0.7423000000000001,0.7386,0.5813,0.5804,0.6571800000000001,0.329,0.14897221230000002,0.2790214783,0.1319427991,0.0368,0.7188357097,0.7113560317000001,0.6942931164
371,5771,'scream_dsprites','factor_vae',,20.0,,,,,21,,24.407617569,7580.5112304688,7550.501953125,30.0082149506,0.6814,0.6578,0.482,0.4808,0.6501600000000001,0.3166,0.0871339272,0.2385623175,0.049605349,0.00636,0.7348376482000001,0.701713307,0.6833530511
372,5772,'scream_dsprites','factor_vae',,20.0,,,,,22,,24.5239086151,7574.9892578125,7546.0571289062,28.9338874817,0.6433,0.6316,0.4612,0.459,0.65546,0.2932,0.0776998978,0.2211487605,0.023217426700000002,0.034480000000000004,0.7009771369000001,0.7050073060000001,0.6872279688
373,5773,'scream_dsprites','factor_vae',,20.0,,,,,23,,24.3411502838,7575.798828125,7546.814453125,28.9862442017,0.6827000000000001,0.6814,0.5281,0.5294,0.65864,0.27932,0.0718991018,0.1852671887,0.0372456405,0.025640000000000003,0.7411858132,0.7052724984000001,0.6873865234000001
374,5774,'scream_dsprites','factor_vae',,20.0,,,,,24,,24.1975574493,7578.3911132812,7547.3955078125,31.0048618317,0.7053,0.6926,0.5306000000000001,0.5278,0.65736,0.29864,0.084534224,0.23581586300000001,0.0435898939,0.0376,0.7557825166000001,0.7024854463,0.6838914243
375,5775,'scream_dsprites','factor_vae',,20.0,,,,,25,,24.4085140228,7577.9125976562,7547.1420898438,30.7734451294,0.6267,0.6106,0.48950000000000005,0.49360000000000004,0.63758,0.2722,0.062256457200000004,0.168544056,0.0325553244,0.011120000000000001,0.7502634429,0.7006596409,0.6838684523
376,5776,'scream_dsprites','factor_vae',,20.0,,,,,26,,24.7919025421,7577.91796875,7546.9389648438,30.9752674103,0.7233,0.7136,0.5372,0.5394,0.66364,0.34116,0.13777217560000002,0.2848962545,0.1141030007,0.0318,0.7571555753,0.7048252992,0.6870084977
377,5777,'scream_dsprites','factor_vae',,20.0,,,,,27,,25.0552558899,7572.9423828125,7544.3125,28.6401634216,0.7779,0.7734000000000001,0.6398,0.646,0.6615200000000001,0.32384,0.14699809020000001,0.29085210100000003,0.1374159429,0.05484000000000001,0.7319170106,0.7173078185,0.7007110128
378,5778,'scream_dsprites','factor_vae',,20.0,,,,,28,,24.5406589508,7571.9296875,7540.470703125,31.4653663635,0.711,0.6974,0.5336000000000001,0.5344,0.6591,0.30752,0.11093371340000001,0.2366016776,0.09422650560000001,0.02644,0.7493841111,0.7062826902,0.6886007924
379,5779,'scream_dsprites','factor_vae',,20.0,,,,,29,,24.7323074341,7575.8598632812,7542.1049804688,33.755695343,0.6791,0.6686000000000001,0.4917,0.4934,0.6510400000000001,0.3178,0.1020838039,0.253961258,0.0737709508,0.01592,0.7747297389000001,0.698102242,0.6794855263
380,5780,'scream_dsprites','factor_vae',,20.0,,,,,30,,24.6958427429,7569.3056640625,7541.1811523438,28.1174869537,0.6904,0.6808000000000001,0.5188,0.519,0.65586,0.30528000000000005,0.08461248610000001,0.2335879452,0.0478138415,0.021320000000000002,0.7454181207,0.7035207417,0.6858034479
381,5781,'scream_dsprites','factor_vae',,20.0,,,,,31,,24.3289031982,7577.87109375,7548.0043945312,29.8637886047,0.6789000000000001,0.671,0.4776,0.4762,0.6539,0.29604,0.0780562581,0.2241622541,0.0318873946,0.03592,0.6897316137,0.7032630438,0.6851650129
382,5782,'scream_dsprites','factor_vae',,20.0,,,,,32,,24.9071655273,7574.4462890625,7544.2661132812,30.1728134155,0.6962,0.6904,0.5297000000000001,0.5312,0.65778,0.28644000000000003,0.09369260700000001,0.2000427115,0.088984245,0.01856,0.7299303854,0.7041661404,0.6870522451000001
383,5783,'scream_dsprites','factor_vae',,20.0,,,,,33,,23.8212108612,7582.3232421875,7548.9375,33.3800773621,0.6433,0.6374000000000001,0.48860000000000003,0.4808,0.6579600000000001,0.28996000000000005,0.0759105447,0.2227229077,0.023046313800000003,0.03824,0.7159851756000001,0.7058781264,0.6881718320000001
384,5784,'scream_dsprites','factor_vae',,20.0,,,,,34,,24.635263443,7573.5283203125,7543.275390625,30.2556724548,0.6849000000000001,0.682,0.5399,0.5482,0.6636200000000001,0.3034,0.121281858,0.21980062690000002,0.1198860785,0.013640000000000001,0.7427331777,0.7070034166,0.6893395952
385,5785,'scream_dsprites','factor_vae',,20.0,,,,,35,,24.8017349243,7574.4301757812,7544.1186523438,30.3127937317,0.7495,0.7392000000000001,0.5993,0.6018,0.6631,0.32856,0.1373692803,0.28494602890000004,0.12301842090000001,0.04748,0.7266631963,0.7109991830000001,0.6939526618
386,5786,'scream_dsprites','factor_vae',,20.0,,,,,36,,25.3231887817,7575.7236328125,7546.1010742188,29.6186828613,0.6304000000000001,0.6174000000000001,0.4849,0.48160000000000003,0.6435200000000001,0.25588,0.0552843965,0.140203976,0.0301378115,0.007,0.7851285414,0.7050159126000001,0.6879948850000001
387,5787,'scream_dsprites','factor_vae',,20.0,,,,,37,,24.2167739868,7577.5498046875,7549.4223632812,28.1330833435,0.7106,0.7128,0.5351,0.5324,0.6527000000000001,0.3024,0.10738386920000001,0.2484386136,0.0861142909,0.03576,0.735304697,0.7052619694000001,0.6865937474
388,5788,'scream_dsprites','factor_vae',,20.0,,,,,38,,24.9156665802,7576.4130859375,7549.8994140625,26.5052375793,0.7405,0.7332000000000001,0.5754,0.5676,0.66088,0.326,0.1360165286,0.2822861344,0.1202948744,0.0446,0.7212456620000001,0.7078510387,0.6910269875
389,5789,'scream_dsprites','factor_vae',,20.0,,,,,39,,24.2746810913,7580.615234375,7552.7651367188,27.8570652008,0.737,0.7264,0.5793,0.5848,0.6684800000000001,0.34192,0.1543729358,0.2981896652,0.1269895552,0.041,0.7339079191,0.7081295348000001,0.6906795993
390,5790,'scream_dsprites','factor_vae',,20.0,,,,,40,,24.4913253784,7579.1625976562,7549.169921875,29.9966716766,0.7309,0.7202000000000001,0.5621,0.5686,0.66078,0.33284,0.1393520633,0.2823709211,0.1174530539,0.041760000000000005,0.7317153887000001,0.7049705496,0.6884073092
391,5791,'scream_dsprites','factor_vae',,20.0,,,,,41,,24.5331897736,7577.2504882812,7548.5546875,28.6853961945,0.7808,0.7704000000000001,0.6277,0.6346,0.66598,0.33936000000000005,0.1704152662,0.3024246239,0.15662496210000001,0.049600000000000005,0.7304428039,0.7168036779,0.7001516
392,5792,'scream_dsprites','factor_vae',,20.0,,,,,42,,24.6990737915,7575.2333984375,7545.669921875,29.5575294495,0.7094,0.706,0.5328,0.5418000000000001,0.6656200000000001,0.33124000000000003,0.13490065510000002,0.279293293,0.1096093637,0.03776,0.7491817495,0.7017678874000001,0.6843907312
393,5793,'scream_dsprites','factor_vae',,20.0,,,,,43,,24.106294632,7574.818359375,7544.5263671875,30.2919502258,0.7234,0.7164,0.5693,0.5718,0.65612,0.29416000000000003,0.0900288068,0.23612434000000002,0.0670270129,0.044160000000000005,0.7345259626,0.7062716669,0.6875991121
394,5794,'scream_dsprites','factor_vae',,20.0,,,,,44,,24.7768096924,7575.7036132812,7545.74609375,29.9594974518,0.6465000000000001,0.6392,0.4904,0.4894,0.6497,0.27952000000000005,0.0692222347,0.18343243,0.022426902800000002,0.01668,0.7314270017000001,0.699070756,0.6814356315
395,5795,'scream_dsprites','factor_vae',,20.0,,,,,45,,24.3070526123,7578.3999023438,7548.6430664062,29.7536334991,0.7414000000000001,0.734,0.5902000000000001,0.5838,0.6669,0.33288,0.1632857012,0.2759609397,0.13552532820000002,0.03892,0.7369775134000001,0.7141390858000001,0.6966239381
396,5796,'scream_dsprites','factor_vae',,20.0,,,,,46,,24.3042259216,7582.91796875,7554.7856445312,28.1220550537,0.5643,0.5644,0.4213,0.4214,0.63834,0.25836000000000003,0.060149933100000004,0.1628907916,0.0180297271,0.028800000000000003,0.7026494389,0.6983441250000001,0.6800906314
397,5797,'scream_dsprites','factor_vae',,20.0,,,,,47,,25.1407699585,7576.9604492188,7544.9409179688,32.0161361694,0.7479,0.7432000000000001,0.5841000000000001,0.5892000000000001,0.6632,0.33792000000000005,0.1530606205,0.2973741957,0.1289502242,0.043000000000000003,0.7288720235,0.7097126184,0.6926360263
398,5798,'scream_dsprites','factor_vae',,20.0,,,,,48,,24.8534393311,7584.1870117188,7554.4072265625,29.7653522491,0.6689,0.6552,0.5211,0.5308,0.651,0.2806,0.0735312623,0.1806449229,0.0674017148,0.012960000000000001,0.7422041229,0.7017968264000001,0.6835835691000001
399,5799,'scream_dsprites','factor_vae',,20.0,,,,,49,,24.6405239105,7581.6259765625,7550.0922851562,31.5347232819,0.6951,0.6832,0.5373,0.535,0.64954,0.28272,0.1046174034,0.20263080090000002,0.0785329356,0.033800000000000004,0.7657141634,0.7024519329000001,0.6850585522
400,5800,'scream_dsprites','factor_vae',,30.0,,,,,0,,24.1743717194,7580.2670898438,7552.0498046875,28.2168922424,0.753,0.7518,0.5936,0.601,0.66432,0.3342,0.1581774169,0.3019657698,0.137650238,0.0482,0.725143183,0.7117455041,0.6948365089
401,5801,'scream_dsprites','factor_vae',,30.0,,,,,1,,24.0356960297,7576.6586914062,7545.7895507812,30.8680839539,0.749,0.7452000000000001,0.5736,0.5842,0.66368,0.32352000000000003,0.1349764661,0.277900633,0.1228562522,0.04168,0.7278126817,0.710755774,0.693516648
402,5802,'scream_dsprites','factor_vae',,30.0,,,,,2,,24.9656715393,7575.6791992188,7546.9028320312,28.7697925568,0.7137,0.7088,0.5437000000000001,0.5494,0.65686,0.31112,0.10706035330000001,0.25492616500000004,0.0832165651,0.03876,0.7453014749,0.7035260045,0.6855924553
403,5803,'scream_dsprites','factor_vae',,30.0,,,,,3,,24.3039474487,7573.8310546875,7547.3486328125,26.4869613647,0.7129000000000001,0.7084,0.5369,0.5364,0.6615,0.32320000000000004,0.12956838710000002,0.27795975100000003,0.10426910880000001,0.03792,0.7311745080000001,0.7034838989000001,0.6860871988
404,5804,'scream_dsprites','factor_vae',,30.0,,,,,4,,24.5902404785,7576.1323242188,7548.9038085938,27.2221813202,0.6532,0.6314000000000001,0.5227,0.5234,0.6385400000000001,0.26884,0.06741531320000001,0.17011645490000002,0.041299676,0.0064800000000000005,0.7572775493,0.7017186446,0.683272328
405,5805,'scream_dsprites','factor_vae',,30.0,,,,,5,,24.5224056244,7581.5981445312,7549.044921875,32.5519371033,0.629,0.6192000000000001,0.4521,0.467,0.65158,0.28096000000000004,0.0698004839,0.19614942740000002,0.0227536472,0.026160000000000003,0.7083989766000001,0.7065601025,0.6880592167
406,5806,'scream_dsprites','factor_vae',,30.0,,,,,6,,24.9418411255,7573.5161132812,7546.8442382812,26.6657028198,0.6826,0.6738000000000001,0.5353,0.535,0.64424,0.26796000000000003,0.0660795064,0.18401115010000002,0.0411306662,0.036120000000000006,0.7487740056000001,0.7006999516,0.6837416675
407,5807,'scream_dsprites','factor_vae',,30.0,,,,,7,,24.5352039337,7581.9418945312,7551.984375,29.9527378082,0.7318,0.7268,0.5575,0.5584,0.65844,0.31492000000000003,0.124040329,0.26830617230000003,0.09703728410000001,0.039360000000000006,0.7433763445,0.7063961765,0.6885426560000001
408,5808,'scream_dsprites','factor_vae',,30.0,,,,,8,,24.3870773315,7585.802734375,7551.3818359375,34.4178695679,0.5625,0.5538000000000001,0.3977,0.4002,0.64414,0.25656,0.0646811181,0.1760349304,0.0230804563,0.03384,0.6706300743,0.7039316704,0.6863949533
409,5809,'scream_dsprites','factor_vae',,30.0,,,,,9,,23.9980354309,7575.7978515625,7546.7182617188,29.075345993,0.7297,0.7248,0.5627,0.5650000000000001,0.6639,0.33056,0.1411804085,0.2853758384,0.1164211552,0.043480000000000005,0.7459703854,0.705587226,0.6876112117000001
410,5810,'scream_dsprites','factor_vae',,30.0,,,,,10,,23.7139606476,7584.1791992188,7555.3598632812,28.8273735046,0.7189,0.7128,0.5601,0.5618000000000001,0.65176,0.29164,0.0897548594,0.23233594600000002,0.0665843091,0.044840000000000005,0.7159375677,0.7040710349,0.6869339597
411,5811,'scream_dsprites','factor_vae',,30.0,,,,,11,,25.1460990906,7573.0405273438,7543.654296875,29.3767795563,0.6934,0.6896,0.547,0.5472,0.6614800000000001,0.30832000000000004,0.1297370907,0.2418026051,0.11114306630000001,0.02288,0.7448810901,0.7039759207,0.6864170998
412,5812,'scream_dsprites','factor_vae',,30.0,,,,,12,,24.2602291107,7578.8369140625,7547.4555664062,31.3792915344,0.7185,0.72,0.5353,0.5328,0.6617200000000001,0.33804,0.13876352390000002,0.28457558310000003,0.11341772950000001,0.03604,0.7566032814,0.7043865649000001,0.6869819862000001
413,5813,'scream_dsprites','factor_vae',,30.0,,,,,13,,25.1747531891,7583.3540039062,7554.4379882812,28.9221992493,0.6887,0.678,0.529,0.528,0.66224,0.32928,0.1170956503,0.2672488422,0.08383413960000001,0.02108,0.7725960079,0.7009181751,0.6830959431
414,5814,'scream_dsprites','factor_vae',,30.0,,,,,14,,25.1069221497,7574.283203125,7548.8837890625,25.396194458,0.6880000000000001,0.6674,0.5364,0.5448000000000001,0.65968,0.28432,0.0919491766,0.19745230530000002,0.0867621286,0.0172,0.7333686127,0.701297124,0.6842773362
415,5815,'scream_dsprites','factor_vae',,30.0,,,,,15,,23.7288322449,7576.365234375,7547.9145507812,28.4532203674,0.7412000000000001,0.7356,0.5566,0.5634,0.6603800000000001,0.31916,0.1275525068,0.2733883777,0.1018239013,0.04608,0.7592711758,0.7093643111,0.6917030142
416,5816,'scream_dsprites','factor_vae',,30.0,,,,,16,,24.8957290649,7580.6411132812,7550.046875,30.5946445465,0.7203,0.7116,0.5562,0.547,0.646,0.27212000000000003,0.0997936708,0.2033621703,0.08277672200000001,0.0414,0.7452067945,0.7053573129,0.6877026632000001
417,5817,'scream_dsprites','factor_vae',,30.0,,,,,17,,24.6254329681,7580.126953125,7554.2451171875,25.8725395203,0.5417000000000001,0.5314,0.37370000000000003,0.3798,0.65546,0.2922,0.0723931034,0.2209022112,0.012493562100000001,0.031760000000000004,0.6640899157,0.7013205210000001,0.6836313536
418,5818,'scream_dsprites','factor_vae',,30.0,,,,,18,,24.8293228149,7577.0327148438,7543.1171875,33.9080924988,0.749,0.743,0.5897,0.5956,0.6660400000000001,0.34164000000000005,0.1577620382,0.29779696980000003,0.13752901,0.042280000000000005,0.7403018125,0.7097803608000001,0.6919362155000001
419,5819,'scream_dsprites','factor_vae',,30.0,,,,,19,,24.1209068298,7581.2490234375,7550.8813476562,30.3566570282,0.7627,0.7574000000000001,0.6104,0.6132000000000001,0.6643800000000001,0.32268,0.1435388284,0.2840226755,0.1270713164,0.04268,0.7438661996,0.7124628891,0.6956224117
420,5820,'scream_dsprites','factor_vae',,30.0,,,,,20,,24.9288196564,7575.0874023438,7547.5546875,27.5354595184,0.6478,0.625,0.5073,0.5064000000000001,0.644,0.27144,0.0662744655,0.1621585909,0.044006803500000004,0.01564,0.7710149989,0.6968287963,0.6787527043
421,5821,'scream_dsprites','factor_vae',,30.0,,,,,21,,24.8748531342,7577.8168945312,7549.93359375,27.8815536499,0.7058,0.6918000000000001,0.5502,0.5496,0.65424,0.28756000000000004,0.0825533916,0.2111651883,0.0565993843,0.03216,0.7042566492,0.7014842261,0.6853729809
422,5822,'scream_dsprites','factor_vae',,30.0,,,,,22,,24.3013076782,7575.3989257812,7549.2055664062,26.1888198853,0.7118,0.7042,0.5311,0.5332,0.65978,0.31456,0.1124450354,0.2576975442,0.0943758666,0.02672,0.7345244656000001,0.7025664018000001,0.685452594
423,5823,'scream_dsprites','factor_vae',,30.0,,,,,23,,24.6187763214,7582.0146484375,7548.0439453125,33.9727783203,0.6376000000000001,0.6348,0.4864,0.4806,0.6529200000000001,0.29508,0.0719390308,0.2238567498,0.0158927369,0.030440000000000002,0.7149094685,0.6965303389,0.6781359835
424,5824,'scream_dsprites','factor_vae',,30.0,,,,,24,,25.0124988556,7579.8989257812,7547.322265625,32.5743255615,0.6916,0.6776,0.5267000000000001,0.5296000000000001,0.66124,0.32556,0.1112388648,0.252778785,0.0698784641,0.015040000000000001,0.7364633411,0.7024221394,0.6843257096
425,5825,'scream_dsprites','factor_vae',,30.0,,,,,25,,24.7431297302,7579.091796875,7548.220703125,30.8700447083,0.7311000000000001,0.7246,0.5710000000000001,0.5760000000000001,0.6543800000000001,0.2972,0.10304667420000001,0.2449926634,0.0769400236,0.04512,0.7206035507,0.7063419286,0.6891267785
