,model_num,dataset,model_name,vae_beta,factor_vae_gamma,dip_vae_lambda_d_factor,dip_vae_lambda_od,beta_tc_vae_beta,annealed_vae_c_max,model_random_seed,elbo,kl_loss,loss,reconstruction_loss,regularizer,beta_vae_train_accuracy,beta_vae_eval_accuracy,factor_vae_train_accuracy,factor_vae_eval_accuracy,dci_informativeness_train,dci_informativeness_test,dci_disentanglement,dci_completeness,mig_discrete_mig,sap_score,modularity_score,modularity_explicitness_score_train,modularity_explicitness_score_test
10,5410,'scream_dsprites','beta_vae',1.0,,,,,,10,-7559.6860351562,28.228477478,7559.6860351562,7531.4541015625,28.228477478,0.7020000000000001,0.7054,0.6207,0.6098,0.63322,0.22684,0.0642581924,0.1152468666,0.0512758036,0.037200000000000004,0.8142057821,0.7099593283000001,0.6928421731000001
11,5411,'scream_dsprites','beta_vae',1.0,,,,,,11,-7551.6279296875,28.1889972687,7551.6279296875,7523.4418945312,28.1889972687,0.6858000000000001,0.6824,0.5894,0.5902000000000001,0.64812,0.24960000000000002,0.10084210240000001,0.1389154575,0.0862655841,0.025040000000000003,0.7317293782000001,0.7156131518000001,0.6984678119000001
12,5412,'scream_dsprites','beta_vae',1.0,,,,,,12,-7554.14453125,27.8184375763,7554.14453125,7526.3291015625,27.8184375763,0.6554,0.6462,0.5667,0.5630000000000001,0.64492,0.23028,0.052745314700000004,0.1041014613,0.0682320959,0.02092,0.7260604358,0.7060376068,0.6889589187
13,5413,'scream_dsprites','beta_vae',1.0,,,,,,13,-7561.8549804688,27.8468284607,7561.8549804688,7534.0107421875,27.8468284607,0.6721,0.6628000000000001,0.5822,0.5762,0.6397600000000001,0.22892,0.062991183,0.1078342555,0.0584461817,0.0216,0.7979952759000001,0.7110808774,0.6938661973
14,5414,'scream_dsprites','beta_vae',1.0,,,,,,14,-7554.1372070312,28.1261348724,7554.1372070312,7526.0151367188,28.1261348724,0.6276,0.6198,0.5362,0.5294,0.6411,0.22776000000000002,0.0448596193,0.07938969600000001,0.0357455636,0.0212,0.8053981958,0.7025338105000001,0.6851093823000001
15,5415,'scream_dsprites','beta_vae',1.0,,,,,,15,-7550.751953125,28.2817134857,7550.751953125,7522.4770507812,28.2817134857,0.5176000000000001,0.5156000000000001,0.37060000000000004,0.3598,0.6442,0.22760000000000002,0.0229887095,0.0642743507,0.0069783844,0.00568,0.7530013188,0.7013120949,0.6833589784
16,5416,'scream_dsprites','beta_vae',1.0,,,,,,16,-7553.9892578125,28.3757095337,7553.9892578125,7525.615234375,28.3757095337,0.5954,0.5932000000000001,0.46190000000000003,0.44780000000000003,0.64048,0.21396,0.0330406873,0.0532529988,0.0047869663,0.00704,0.7933409943,0.7071507423000001,0.6904604847
17,5417,'scream_dsprites','beta_vae',1.0,,,,,,17,-7556.6748046875,28.1817150116,7556.6748046875,7528.4916992188,28.1817150116,0.5024000000000001,0.5092,0.38170000000000004,0.38380000000000003,0.64624,0.21812,0.0214861576,0.0531364685,0.0085947811,0.0041600000000000005,0.7385042079,0.7044269828,0.6868603139
18,5418,'scream_dsprites','beta_vae',1.0,,,,,,18,-7549.1591796875,28.0314445496,7549.1591796875,7521.1264648438,28.0314445496,0.6472,0.6226,0.5619000000000001,0.56,0.64444,0.22724000000000003,0.058446688100000005,0.0775932998,0.06331406540000001,0.0106,0.7858986102000001,0.7055461271,0.6882556002
19,5419,'scream_dsprites','beta_vae',1.0,,,,,,19,-7556.2529296875,28.0594940186,7556.2529296875,7528.197265625,28.0594940186,0.6488,0.6432,0.5352,0.5316000000000001,0.6427200000000001,0.23452,0.076318036,0.11236187510000001,0.062917084,0.01348,0.8052609376000001,0.7095315990000001,0.6924840484
20,5420,'scream_dsprites','beta_vae',1.0,,,,,,20,-7552.8256835938,28.1396903992,7552.8256835938,7524.6840820312,28.1396903992,0.6458,0.6404000000000001,0.5611,0.5588000000000001,0.6451600000000001,0.22760000000000002,0.045357603,0.09133832800000001,0.057084887800000005,0.01608,0.7627096573000001,0.7049568272000001,0.6874163139
21,5421,'scream_dsprites','beta_vae',1.0,,,,,,21,-7554.2729492188,27.8429489136,7554.2729492188,7526.4228515625,27.8429489136,0.6147,0.6092000000000001,0.5026,0.49660000000000004,0.6418600000000001,0.21688000000000002,0.0408000777,0.058343540400000005,0.0250487767,0.006280000000000001,0.8004214416000001,0.7039190626,0.6866730706
