,model_num,dataset,model_name,vae_beta,factor_vae_gamma,dip_vae_lambda_d_factor,dip_vae_lambda_od,beta_tc_vae_beta,beta_tc_vae_c_max,model_random_seed,elbo,kl_loss,loss,reconstruction_loss,regularizer,beta_vae_train_accuracy,beta_vae_eval_accuracy,factor_vae_train_accuracy,factor_vae_eval_accuracy,dci_informativeness_train,dci_informativeness_test,dci_disentanglement,dci_completeness,mig_discrete_mig,sap_score,modularity_score,modularity_explicitness_score_train,modularity_explicitness_score_test
36,3636,'noisy_dsprites','beta_vae',1.0,,,,,,36,-8202.4462890625,24.8461761475,8202.4462890625,8177.6040039062,24.8461761475,0.6561,0.6444000000000001,0.48760000000000003,0.496,0.72884,0.38664000000000004,0.0565528738,0.07680808210000001,0.0227201962,0.008320000000000001,0.8036833686,0.7410869162,0.7307064391
37,3637,'noisy_dsprites','beta_vae',1.0,,,,,,37,-8200.85546875,24.9859657288,8200.85546875,8175.859375,24.9859657288,0.5948,0.5822,0.3461,0.3578,0.7271000000000001,0.37832000000000005,0.031472494000000004,0.0529185745,0.0158573105,0.013120000000000001,0.8274734507,0.7145887864,0.7052790452000001
38,3638,'noisy_dsprites','beta_vae',1.0,,,,,,38,-8199.599609375,23.9985179901,8199.599609375,8175.6025390625,23.9985179901,0.5319,0.5316000000000001,0.4637,0.48040000000000005,0.7465400000000001,0.4184,0.0752628183,0.09645795280000001,0.015428227000000001,0.00608,0.7490481894000001,0.6879563766,0.6760741097
39,3639,'noisy_dsprites','beta_vae',1.0,,,,,,39,-8201.4267578125,25.2024230957,8201.4267578125,8176.23046875,25.2024230957,0.6513,0.6438,0.4571,0.454,0.7252400000000001,0.37628,0.0341869937,0.0513493707,0.023890326700000002,0.008320000000000001,0.7894750897,0.7458549550000001,0.7325289499000001
40,3640,'noisy_dsprites','beta_vae',1.0,,,,,,40,-8201.3974609375,24.5894184113,8201.3974609375,8176.8071289062,24.5894184113,0.6304000000000001,0.617,0.436,0.42860000000000004,0.7303000000000001,0.387,0.060872063000000004,0.09652416850000001,0.0170364037,0.00744,0.8058403327,0.7021892154,0.6894780461000001
41,3641,'noisy_dsprites','beta_vae',1.0,,,,,,41,-8198.21875,23.1359443665,8198.21875,8175.0844726562,23.1359443665,0.6371,0.635,0.46330000000000005,0.4666,0.7571800000000001,0.42432000000000003,0.0723119996,0.10412111510000001,0.0203532096,0.0032800000000000004,0.8043593501,0.7061309112,0.6940641311
42,3642,'noisy_dsprites','beta_vae',1.0,,,,,,42,-8201.392578125,24.4065952301,8201.392578125,8176.9873046875,24.4065952301,0.6662,0.668,0.5443,0.5426,0.7376600000000001,0.4006,0.0788773708,0.09820320240000001,0.0346793306,0.020280000000000003,0.8478416377,0.7306316476,0.721073218
43,3643,'noisy_dsprites','beta_vae',1.0,,,,,,43,-8199.8056640625,24.8633995056,8199.8056640625,8174.9404296875,24.8633995056,0.6486000000000001,0.6386000000000001,0.466,0.464,0.7302000000000001,0.377,0.0431783875,0.0591496252,0.032846113100000005,0.005520000000000001,0.7953624907,0.7368773713,0.7271596002
44,3644,'noisy_dsprites','beta_vae',1.0,,,,,,44,-8200.2734375,23.2358188629,8200.2734375,8177.0283203125,23.2358188629,0.5844,0.5798,0.44780000000000003,0.45420000000000005,0.7427600000000001,0.40864000000000006,0.056845938000000006,0.1024818715,0.0165695709,0.0027600000000000003,0.7919720614,0.7088252168,0.6999597769
45,3645,'noisy_dsprites','beta_vae',1.0,,,,,,45,-8201.16015625,25.4345264435,8201.16015625,8175.7270507812,25.4345264435,0.709,0.6954,0.5293,0.5368,0.72758,0.37964000000000003,0.0618084901,0.0838681007,0.023371485100000002,0.025640000000000003,0.7094984176,0.7400712807000001,0.7297481673
46,3646,'noisy_dsprites','beta_vae',1.0,,,,,,46,-8203.1123046875,25.2939491272,8203.1123046875,8177.8188476562,25.2939491272,0.6462,0.6356,0.42010000000000003,0.42,0.72748,0.38652000000000003,0.0565659103,0.0782720771,0.021263261800000002,0.012360000000000001,0.8255747537,0.7331854122,0.7230463223
